"time","temp","feels","wind","gust","rain","humidity","cloud","pressure","vis","date"
"03:00","8 °c","5 °c","12 km/h from WSW","23 km/h","0.0 mm","90%","74%","1021 mb",Excellent,"2020-07-20"
"06:00","11 °c","9 °c","12 km/h from WSW","15 km/h","0.0 mm","84%","52%","1021 mb",Excellent,"2020-07-20"
"09:00","14 °c","13 °c","17 km/h from W","20 km/h","0.1 mm","66%","52%","1022 mb",Excellent,"2020-07-20"
"12:00","16 °c","16 °c","21 km/h from W","25 km/h","0.3 mm","61%","68%","1022 mb",Excellent,"2020-07-20"
"15:00","16 °c","16 °c","23 km/h from W","27 km/h","0.1 mm","62%","84%","1022 mb",Excellent,"2020-07-20"
"18:00","15 °c","14 °c","21 km/h from W","25 km/h","0.1 mm","65%","93%","1022 mb",Excellent,"2020-07-20"
"21:00","10 °c","8 °c","15 km/h from W","30 km/h","0.0 mm","74%","29%","1023 mb",Excellent,"2020-07-20"
"00:00","8 °c","6 °c","12 km/h from WSW","26 km/h","0.0 mm","82%","36%","1024 mb",Excellent,"2020-07-21"
"03:00","7 °c","5 °c","12 km/h from WSW","23 km/h","0.0 mm","86%","7%","1024 mb",Excellent,"2020-07-21"
"06:00","10 °c","8 °c","13 km/h from WSW","17 km/h","0.0 mm","83%","32%","1025 mb",Excellent,"2020-07-21"
"09:00","14 °c","13 °c","13 km/h from W","15 km/h","0.0 mm","65%","36%","1025 mb",Excellent,"2020-07-21"
"12:00","17 °c","17 °c","11 km/h from WNW","13 km/h","0.1 mm","54%","82%","1025 mb",Excellent,"2020-07-21"
"15:00","17 °c","17 °c","14 km/h from W","17 km/h","0.2 mm","60%","65%","1025 mb",Excellent,"2020-07-21"
"18:00","16 °c","16 °c","12 km/h from W","14 km/h","0.3 mm","66%","70%","1024 mb",Excellent,"2020-07-21"
"21:00","12 °c","10 °c","10 km/h from SW","20 km/h","0.0 mm","77%","86%","1025 mb",Excellent,"2020-07-21"
"00:00","11 °c","10 °c","10 km/h from SW","17 km/h","0.0 mm","84%","98%","1024 mb",Excellent,"2020-07-22"
"03:00","11 °c","10 °c","7 km/h from SSW","12 km/h","0.3 mm","88%","100%","1022 mb",Poor,"2020-07-22"
"06:00","12 °c","12 °c","5 km/h from SSE","7 km/h","1.1 mm","87%","100%","1021 mb",Excellent,"2020-07-22"
"09:00","12 °c","12 °c","8 km/h from SE","11 km/h","3.6 mm","93%","100%","1019 mb",Good,"2020-07-22"
"12:00","14 °c","14 °c","7 km/h from SSW","9 km/h","5.0 mm","91%","100%","1018 mb",Good,"2020-07-22"
"15:00","14 °c","13 °c","13 km/h from SW","16 km/h","0.3 mm","89%","100%","1017 mb",Poor,"2020-07-22"
"18:00","12 °c","12 °c","13 km/h from SW","17 km/h","0.4 mm","92%","100%","1016 mb",Poor,"2020-07-22"
"21:00","9 °c","9 °c","13 km/h from WSW","25 km/h","0.0 mm","94%","89%","1015 mb",Excellent,"2020-07-22"
"00:00","13 °c","12 °c","13 km/h from SW","24 km/h","0.0 mm","94%","85%","1014 mb",Excellent,"2020-07-23"
"03:00","13 °c","12 °c","9 km/h from SW","18 km/h","0.0 mm","95%","75%","1012 mb",Poor,"2020-07-23"
"06:00","14 °c","15 °c","6 km/h from SW","9 km/h","2.5 mm","97%","100%","1010 mb",Excellent,"2020-07-23"
"09:00","15 °c","15 °c","8 km/h from WSW","12 km/h","12.6 mm","98%","100%","1009 mb",Good,"2020-07-23"
"12:00","16 °c","16 °c","12 km/h from WSW","15 km/h","14.6 mm","94%","91%","1009 mb",Good,"2020-07-23"
"15:00","20 °c","20 °c","20 km/h from W","24 km/h","0.5 mm","73%","77%","1008 mb",Excellent,"2020-07-23"
"18:00","18 °c","18 °c","20 km/h from WSW","27 km/h","0.6 mm","74%","73%","1008 mb",Excellent,"2020-07-23"
"21:00","14 °c","13 °c","13 km/h from WSW","21 km/h","0.0 mm","88%","58%","1009 mb",Excellent,"2020-07-23"
"00:00","14 °c","13 °c","8 km/h from WSW","10 km/h","0.0 mm","89%","86%","1010 mb",Excellent,"2020-07-24"
"03:00","12 °c","12 °c","7 km/h from SW","10 km/h","0.0 mm","94%","80%","1011 mb",Excellent,"2020-07-24"
"06:00","13 °c","13 °c","8 km/h from WSW","9 km/h","0.0 mm","91%","97%","1011 mb",Excellent,"2020-07-24"
"09:00","15 °c","15 °c","7 km/h from SSW","8 km/h","0.0 mm","84%","99%","1011 mb",Excellent,"2020-07-24"
"12:00","17 °c","17 °c","7 km/h from SW","8 km/h","0.0 mm","75%","98%","1010 mb",Excellent,"2020-07-24"
"15:00","18 °c","18 °c","8 km/h from SSW","9 km/h","0.0 mm","70%","63%","1009 mb",Excellent,"2020-07-24"
"18:00","18 °c","18 °c","6 km/h from SSW","8 km/h","0.0 mm","75%","50%","1007 mb",Excellent,"2020-07-24"
"21:00","15 °c","14 °c","7 km/h from S","12 km/h","0.0 mm","81%","88%","1005 mb",Excellent,"2020-07-24"
"00:00","14 °c","15 °c","6 km/h from E","9 km/h","0.0 mm","84%","47%","1003 mb",Excellent,"2020-07-25"
"03:00","15 °c","15 °c","6 km/h from S","9 km/h","1.1 mm","92%","64%","1000 mb",Excellent,"2020-07-25"
"06:00","16 °c","16 °c","10 km/h from SSW","14 km/h","1.9 mm","92%","75%","999 mb",Excellent,"2020-07-25"
"09:00","16 °c","16 °c","15 km/h from SW","21 km/h","1.4 mm","90%","94%","999 mb",Excellent,"2020-07-25"
"12:00","20 °c","20 °c","23 km/h from WSW","32 km/h","1.5 mm","67%","77%","1000 mb",Excellent,"2020-07-25"
"15:00","19 °c","19 °c","23 km/h from W","27 km/h","0.0 mm","66%","13%","999 mb",Excellent,"2020-07-25"
"18:00","18 °c","18 °c","18 km/h from W","21 km/h","0.0 mm","69%","11%","999 mb",Excellent,"2020-07-25"
"21:00","14 °c","13 °c","14 km/h from WSW","26 km/h","0.0 mm","80%","47%","999 mb",Excellent,"2020-07-25"
"00:00","13 °c","12 °c","11 km/h from WSW","20 km/h","0.0 mm","85%","49%","1000 mb",Excellent,"2020-07-26"
"03:00","11 °c","10 °c","12 km/h from SW","21 km/h","0.0 mm","91%","33%","1000 mb",Excellent,"2020-07-26"
"06:00","13 °c","11 °c","15 km/h from WSW","18 km/h","0.0 mm","88%","95%","1001 mb",Excellent,"2020-07-26"
"09:00","15 °c","13 °c","23 km/h from SW","27 km/h","0.1 mm","79%","82%","1001 mb",Excellent,"2020-07-26"
"12:00","14 °c","12 °c","22 km/h from SW","26 km/h","0.5 mm","83%","79%","1002 mb",Excellent,"2020-07-26"
"15:00","17 °c","17 °c","27 km/h from WSW","32 km/h","0.2 mm","54%","83%","1003 mb",Excellent,"2020-07-26"
"18:00","15 °c","15 °c","21 km/h from WSW","24 km/h","0.2 mm","63%","72%","1004 mb",Excellent,"2020-07-26"
"21:00","12 °c","11 °c","10 km/h from SW","16 km/h","0.0 mm","76%","9%","1005 mb",Excellent,"2020-07-26"
"00:00","11 °c","10 °c","7 km/h from SSW","10 km/h","0.0 mm","81%","96%","1006 mb",Excellent,"2020-07-27"
"03:00","11 °c","11 °c","6 km/h from S","9 km/h","0.0 mm","83%","47%","1004 mb",Excellent,"2020-07-27"
"06:00","12 °c","13 °c","3 km/h from SSE","4 km/h","0.4 mm","85%","100%","1003 mb",Poor,"2020-07-27"
"09:00","14 °c","13 °c","11 km/h from SSE","16 km/h","4.1 mm","92%","78%","999 mb",Good,"2020-07-27"
"12:00","15 °c","14 °c","13 km/h from ESE","15 km/h","6.7 mm","90%","100%","995 mb",Good,"2020-07-27"
"15:00","14 °c","13 °c","10 km/h from NNW","13 km/h","3.0 mm","95%","100%","994 mb",Good,"2020-07-27"
"18:00","12 °c","10 °c","27 km/h from WSW","35 km/h","3.8 mm","90%","91%","995 mb",Good,"2020-07-27"
"21:00","11 °c","8 °c","23 km/h from WSW","32 km/h","0.8 mm","83%","79%","998 mb",Excellent,"2020-07-27"
"00:00","10 °c","7 °c","23 km/h from WSW","32 km/h","0.8 mm","85%","86%","1000 mb",Excellent,"2020-07-28"
"03:00","10 °c","6 °c","27 km/h from WSW","43 km/h","0.0 mm","85%","36%","1001 mb",Excellent,"2020-07-28"
"06:00","11 °c","8 °c","27 km/h from W","36 km/h","0.0 mm","81%","30%","1002 mb",Excellent,"2020-07-28"
"09:00","14 °c","11 °c","32 km/h from W","37 km/h","0.0 mm","71%","60%","1004 mb",Excellent,"2020-07-28"
"12:00","15 °c","13 °c","35 km/h from WNW","40 km/h","0.1 mm","64%","87%","1006 mb",Excellent,"2020-07-28"
"15:00","14 °c","12 °c","35 km/h from WNW","41 km/h","0.2 mm","69%","100%","1008 mb",Excellent,"2020-07-28"
"18:00","14 °c","11 °c","35 km/h from W","45 km/h","0.3 mm","69%","90%","1009 mb",Excellent,"2020-07-28"
"21:00","10 °c","7 °c","26 km/h from W","44 km/h","0.0 mm","76%","27%","1011 mb",Excellent,"2020-07-28"
"00:00","9 °c","6 °c","23 km/h from W","42 km/h","0.0 mm","82%","22%","1012 mb",Excellent,"2020-07-29"
"03:00","8 °c","5 °c","18 km/h from WSW","35 km/h","0.0 mm","88%","19%","1014 mb",Excellent,"2020-07-29"
"06:00","10 °c","8 °c","18 km/h from WSW","26 km/h","0.0 mm","81%","10%","1015 mb",Excellent,"2020-07-29"
"09:00","14 °c","12 °c","21 km/h from W","24 km/h","0.0 mm","69%","39%","1016 mb",Excellent,"2020-07-29"
"12:00","15 °c","15 °c","21 km/h from WSW","24 km/h","0.0 mm","64%","87%","1017 mb",Excellent,"2020-07-29"
"15:00","16 °c","16 °c","20 km/h from WSW","23 km/h","0.0 mm","62%","20%","1017 mb",Excellent,"2020-07-29"
"18:00","15 °c","14 °c","15 km/h from WSW","18 km/h","0.0 mm","68%","44%","1017 mb",Excellent,"2020-07-29"
"21:00","10 °c","9 °c","12 km/h from SW","22 km/h","0.0 mm","81%","8%","1018 mb",Excellent,"2020-07-29"
"00:00","9 °c","8 °c","8 km/h from SW","16 km/h","0.0 mm","86%","51%","1018 mb",Excellent,"2020-07-30"
"03:00","9 °c","9 °c","3 km/h from SSW","5 km/h","0.0 mm","83%","88%","1017 mb",Excellent,"2020-07-30"
"06:00","12 °c","11 °c","6 km/h from ENE","8 km/h","0.0 mm","78%","66%","1016 mb",Excellent,"2020-07-30"
"09:00","12 °c","11 °c","9 km/h from E","12 km/h","0.6 mm","87%","100%","1016 mb",Poor,"2020-07-30"
"12:00","13 °c","12 °c","6 km/h from ESE","8 km/h","1.5 mm","90%","100%","1016 mb",Excellent,"2020-07-30"
"15:00","15 °c","16 °c","4 km/h from ENE","4 km/h","0.0 mm","87%","100%","1016 mb",Excellent,"2020-07-30"
"18:00","15 °c","15 °c","2 km/h from ENE","3 km/h","0.1 mm","90%","83%","1015 mb",Excellent,"2020-07-30"
"21:00","12 °c","13 °c","4 km/h from NE","8 km/h","0.1 mm","93%","72%","1015 mb",Excellent,"2020-07-30"
"00:00","12 °c","12 °c","5 km/h from E","10 km/h","0.1 mm","91%","83%","1014 mb",Excellent,"2020-07-31"
"03:00","13 °c","13 °c","4 km/h from ENE","8 km/h","0.0 mm","95%","6%","1012 mb",Poor,"2020-07-31"
"06:00","14 °c","14 °c","3 km/h from NE","5 km/h","0.0 mm","92%","5%","1010 mb",Excellent,"2020-07-31"
"09:00","19 °c","19 °c","5 km/h from E","5 km/h","0.0 mm","73%","15%","1010 mb",Excellent,"2020-07-31"
"12:00","24 °c","25 °c","9 km/h from ESE","11 km/h","0.0 mm","56%","9%","1008 mb",Excellent,"2020-07-31"
"15:00","26 °c","27 °c","19 km/h from SSW","27 km/h","0.0 mm","57%","18%","1007 mb",Excellent,"2020-07-31"
"18:00","22 °c","25 °c","15 km/h from SSW","22 km/h","0.0 mm","69%","42%","1006 mb",Excellent,"2020-07-31"
"21:00","18 °c","18 °c","11 km/h from SSW","21 km/h","0.2 mm","81%","76%","1006 mb",Excellent,"2020-07-31"
"00:00","16 °c","16 °c","12 km/h from SW","21 km/h","0.2 mm","91%","67%","1007 mb",Excellent,"2020-08-01"
"03:00","15 °c","14 °c","14 km/h from SW","22 km/h","0.0 mm","93%","76%","1008 mb",Excellent,"2020-08-01"
"06:00","14 °c","13 °c","19 km/h from WSW","27 km/h","0.0 mm","84%","32%","1009 mb",Excellent,"2020-08-01"
"09:00","16 °c","16 °c","24 km/h from WSW","28 km/h","0.0 mm","67%","21%","1011 mb",Excellent,"2020-08-01"
"12:00","18 °c","18 °c","22 km/h from W","25 km/h","0.0 mm","61%","15%","1011 mb",Excellent,"2020-08-01"
"15:00","18 °c","18 °c","20 km/h from W","23 km/h","0.0 mm","60%","69%","1013 mb",Excellent,"2020-08-01"
"18:00","17 °c","17 °c","15 km/h from W","20 km/h","0.1 mm","67%","71%","1012 mb",Excellent,"2020-08-01"
"21:00","12 °c","11 °c","13 km/h from WSW","24 km/h","0.0 mm","80%","89%","1012 mb",Excellent,"2020-08-01"
"00:00","13 °c","12 °c","12 km/h from WSW","17 km/h","0.0 mm","76%","100%","1011 mb",Excellent,"2020-08-02"
"03:00","12 °c","11 °c","11 km/h from SW","15 km/h","1.1 mm","92%","100%","1011 mb",Excellent,"2020-08-02"
"06:00","12 °c","11 °c","15 km/h from WSW","20 km/h","1.5 mm","89%","57%","1011 mb",Excellent,"2020-08-02"
"09:00","15 °c","15 °c","18 km/h from WSW","20 km/h","0.1 mm","73%","74%","1012 mb",Excellent,"2020-08-02"
"12:00","17 °c","17 °c","22 km/h from W","26 km/h","0.3 mm","60%","75%","1012 mb",Excellent,"2020-08-02"
"15:00","17 °c","17 °c","22 km/h from W","26 km/h","0.0 mm","58%","19%","1013 mb",Excellent,"2020-08-02"
"18:00","15 °c","15 °c","20 km/h from W","25 km/h","0.0 mm","63%","5%","1012 mb",Excellent,"2020-08-02"
"21:00","11 °c","9 °c","14 km/h from W","23 km/h","0.0 mm","72%","11%","1013 mb",Excellent,"2020-08-02"
"00:00","9 °c","7 °c","13 km/h from WSW","25 km/h","0.0 mm","78%","3%","1014 mb",Excellent,"2020-08-03"
"03:00","8 °c","6 °c","11 km/h from WSW","21 km/h","0.0 mm","86%","5%","1014 mb",Excellent,"2020-08-03"
"06:00","10 °c","8 °c","10 km/h from WSW","13 km/h","0.0 mm","84%","30%","1014 mb",Excellent,"2020-08-03"
"09:00","14 °c","13 °c","15 km/h from WSW","17 km/h","0.0 mm","64%","100%","1015 mb",Excellent,"2020-08-03"
"12:00","15 °c","14 °c","18 km/h from W","21 km/h","0.0 mm","63%","34%","1014 mb",Excellent,"2020-08-03"
"15:00","16 °c","16 °c","17 km/h from W","20 km/h","0.1 mm","60%","51%","1015 mb",Excellent,"2020-08-03"
"18:00","14 °c","13 °c","17 km/h from WSW","24 km/h","0.0 mm","66%","73%","1014 mb",Excellent,"2020-08-03"
"21:00","10 °c","8 °c","14 km/h from WSW","30 km/h","0.0 mm","79%","35%","1015 mb",Excellent,"2020-08-03"
"00:00","9 °c","7 °c","14 km/h from SW","28 km/h","0.0 mm","83%","46%","1014 mb",Excellent,"2020-08-04"
"03:00","9 °c","7 °c","8 km/h from SSW","17 km/h","0.0 mm","82%","89%","1013 mb",Excellent,"2020-08-04"
"06:00","12 °c","10 °c","11 km/h from SSW","15 km/h","0.1 mm","85%","100%","1010 mb",Excellent,"2020-08-04"
"09:00","12 °c","11 °c","16 km/h from S","22 km/h","3.1 mm","90%","100%","1008 mb",Good,"2020-08-04"
"12:00","14 °c","12 °c","22 km/h from SSW","32 km/h","7.5 mm","91%","100%","1004 mb",Good,"2020-08-04"
"15:00","16 °c","16 °c","30 km/h from SSW","43 km/h","6.8 mm","91%","100%","1002 mb",Good,"2020-08-04"
"18:00","12 °c","12 °c","26 km/h from SSW","37 km/h","15.6 mm","93%","100%","999 mb",Good,"2020-08-04"
"21:00","10 °c","10 °c","26 km/h from SW","39 km/h","4.5 mm","92%","100%","1000 mb",Good,"2020-08-04"
"00:00","16 °c","16 °c","23 km/h from WSW","33 km/h","5.7 mm","92%","100%","1000 mb",Good,"2020-08-05"
"03:00","14 °c","12 °c","18 km/h from WSW","30 km/h","0.1 mm","89%","65%","1000 mb",Excellent,"2020-08-05"
"06:00","15 °c","14 °c","14 km/h from SW","20 km/h","0.1 mm","91%","87%","1000 mb",Excellent,"2020-08-05"
"09:00","17 °c","17 °c","17 km/h from SW","22 km/h","0.0 mm","83%","91%","1002 mb",Excellent,"2020-08-05"
"12:00","20 °c","20 °c","14 km/h from SW","16 km/h","0.0 mm","76%","100%","1002 mb",Excellent,"2020-08-05"
"15:00","18 °c","18 °c","12 km/h from SSW","15 km/h","2.4 mm","90%","100%","1003 mb",Excellent,"2020-08-05"
"18:00","17 °c","17 °c","13 km/h from SSW","18 km/h","2.7 mm","90%","95%","1004 mb",Good,"2020-08-05"
"21:00","16 °c","16 °c","11 km/h from WSW","18 km/h","0.3 mm","94%","100%","1007 mb",Poor,"2020-08-05"
"00:00","13 °c","11 °c","17 km/h from WSW","32 km/h","0.3 mm","90%","79%","1009 mb",Excellent,"2020-08-06"
"03:00","12 °c","11 °c","13 km/h from WSW","23 km/h","0.0 mm","92%","28%","1012 mb",Excellent,"2020-08-06"
"06:00","13 °c","12 °c","11 km/h from SW","16 km/h","0.0 mm","90%","18%","1013 mb",Excellent,"2020-08-06"
"09:00","17 °c","17 °c","11 km/h from WSW","13 km/h","0.0 mm","76%","17%","1015 mb",Excellent,"2020-08-06"
"12:00","21 °c","21 °c","8 km/h from WSW","9 km/h","0.0 mm","65%","26%","1014 mb",Excellent,"2020-08-06"
"15:00","23 °c","25 °c","6 km/h from SSE","6 km/h","0.0 mm","63%","12%","1015 mb",Excellent,"2020-08-06"
"18:00","20 °c","20 °c","6 km/h from SW","9 km/h","0.1 mm","77%","100%","1014 mb",Excellent,"2020-08-06"
"21:00","16 °c","16 °c","9 km/h from SSW","19 km/h","0.1 mm","84%","74%","1014 mb",Excellent,"2020-08-06"
"00:00","15 °c","15 °c","8 km/h from SSW","16 km/h","0.1 mm","86%","73%","1014 mb",Excellent,"2020-08-07"
"03:00","13 °c","12 °c","7 km/h from SSW","15 km/h","0.0 mm","90%","27%","1016 mb",Excellent,"2020-08-07"
"06:00","14 °c","13 °c","8 km/h from SSW","15 km/h","0.0 mm","90%","20%","1015 mb",Excellent,"2020-08-07"
"09:00","20 °c","20 °c","15 km/h from SSW","18 km/h","0.0 mm","74%","94%","1016 mb",Excellent,"2020-08-07"
"12:00","21 °c","21 °c","17 km/h from SSW","20 km/h","0.1 mm","69%","73%","1016 mb",Excellent,"2020-08-07"
"15:00","21 °c","21 °c","21 km/h from SSW","28 km/h","0.0 mm","66%","97%","1016 mb",Excellent,"2020-08-07"
"18:00","17 °c","17 °c","17 km/h from SW","31 km/h","0.1 mm","79%","87%","1016 mb",Excellent,"2020-08-07"
"21:00","15 °c","14 °c","13 km/h from WSW","24 km/h","0.2 mm","86%","77%","1018 mb",Poor,"2020-08-07"
"00:00","11 °c","10 °c","13 km/h from SW","25 km/h","0.2 mm","83%","85%","1020 mb",Excellent,"2020-08-08"
"03:00","10 °c","9 °c","11 km/h from WSW","22 km/h","0.0 mm","86%","0%","1022 mb",Excellent,"2020-08-08"
"06:00","11 °c","11 °c","5 km/h from WSW","8 km/h","0.0 mm","85%","4%","1023 mb",Excellent,"2020-08-08"
"09:00","18 °c","18 °c","3 km/h from WNW","3 km/h","0.0 mm","67%","2%","1025 mb",Excellent,"2020-08-08"
"12:00","20 °c","20 °c","6 km/h from NE","7 km/h","0.0 mm","55%","0%","1025 mb",Excellent,"2020-08-08"
"15:00","17 °c","17 °c","13 km/h from ENE","18 km/h","0.0 mm","61%","2%","1025 mb",Excellent,"2020-08-08"
"18:00","15 °c","14 °c","14 km/h from E","23 km/h","0.0 mm","71%","3%","1025 mb",Excellent,"2020-08-08"
"21:00","12 °c","11 °c","9 km/h from E","17 km/h","0.0 mm","78%","3%","1026 mb",Excellent,"2020-08-08"
"00:00","11 °c","10 °c","8 km/h from NE","14 km/h","0.0 mm","85%","3%","1025 mb",Excellent,"2020-08-09"
"03:00","10 °c","9 °c","8 km/h from ENE","16 km/h","0.0 mm","89%","9%","1025 mb",Excellent,"2020-08-09"
"06:00","10 °c","9 °c","9 km/h from NE","15 km/h","0.0 mm","89%","21%","1025 mb",Excellent,"2020-08-09"
"09:00","15 °c","15 °c","16 km/h from ENE","19 km/h","0.0 mm","74%","16%","1025 mb",Excellent,"2020-08-09"
"12:00","16 °c","16 °c","18 km/h from ENE","21 km/h","0.0 mm","69%","36%","1024 mb",Excellent,"2020-08-09"
"15:00","16 °c","16 °c","19 km/h from ENE","23 km/h","0.0 mm","71%","51%","1023 mb",Excellent,"2020-08-09"
"18:00","14 °c","12 °c","18 km/h from ENE","29 km/h","0.0 mm","77%","48%","1022 mb",Excellent,"2020-08-09"
"21:00","11 °c","9 °c","12 km/h from ENE","22 km/h","0.0 mm","91%","26%","1022 mb",Excellent,"2020-08-09"
"00:00","10 °c","9 °c","11 km/h from NE","22 km/h","0.0 mm","93%","51%","1021 mb",Excellent,"2020-08-10"
"03:00","11 °c","10 °c","10 km/h from NE","18 km/h","0.0 mm","92%","66%","1020 mb",Excellent,"2020-08-10"
"06:00","12 °c","10 °c","10 km/h from NE","17 km/h","0.0 mm","91%","79%","1020 mb",Excellent,"2020-08-10"
"09:00","15 °c","15 °c","12 km/h from NE","14 km/h","0.0 mm","82%","85%","1020 mb",Excellent,"2020-08-10"
"12:00","18 °c","18 °c","13 km/h from ENE","15 km/h","0.0 mm","75%","63%","1020 mb",Excellent,"2020-08-10"
"15:00","17 °c","17 °c","13 km/h from ENE","16 km/h","0.2 mm","76%","63%","1019 mb",Excellent,"2020-08-10"
"18:00","15 °c","15 °c","10 km/h from ENE","16 km/h","1.1 mm","81%","71%","1019 mb",Excellent,"2020-08-10"
"21:00","13 °c","12 °c","10 km/h from ENE","21 km/h","0.0 mm","87%","21%","1020 mb",Excellent,"2020-08-10"
"00:00","12 °c","11 °c","9 km/h from NE","20 km/h","0.0 mm","89%","70%","1020 mb",Excellent,"2020-08-11"
"03:00","12 °c","11 °c","8 km/h from NE","15 km/h","0.6 mm","93%","100%","1019 mb",Excellent,"2020-08-11"
"06:00","12 °c","11 °c","11 km/h from ENE","20 km/h","1.0 mm","91%","100%","1018 mb",Excellent,"2020-08-11"
"09:00","15 °c","15 °c","9 km/h from NE","13 km/h","0.1 mm","91%","100%","1018 mb",Excellent,"2020-08-11"
"12:00","17 °c","17 °c","9 km/h from NE","15 km/h","3.2 mm","90%","100%","1018 mb",Good,"2020-08-11"
"15:00","18 °c","18 °c","8 km/h from ENE","15 km/h","4.1 mm","88%","98%","1017 mb",Good,"2020-08-11"
"18:00","17 °c","17 °c","9 km/h from ENE","18 km/h","9.8 mm","92%","80%","1017 mb",Average,"2020-08-11"
"21:00","15 °c","15 °c","8 km/h from ENE","16 km/h","5.3 mm","97%","100%","1017 mb",Good,"2020-08-11"
"00:00","15 °c","15 °c","8 km/h from NE","16 km/h","8.1 mm","98%","100%","1016 mb",Average,"2020-08-12"
"03:00","15 °c","15 °c","9 km/h from NE","18 km/h","7.6 mm","98%","100%","1016 mb",Average,"2020-08-12"
"06:00","15 °c","15 °c","7 km/h from NE","15 km/h","9.2 mm","97%","86%","1015 mb",Average,"2020-08-12"
"09:00","17 °c","17 °c","9 km/h from ENE","13 km/h","0.1 mm","93%","98%","1016 mb",Excellent,"2020-08-12"
"12:00","20 °c","20 °c","8 km/h from ENE","9 km/h","0.0 mm","84%","90%","1015 mb",Excellent,"2020-08-12"
"15:00","20 °c","20 °c","10 km/h from ENE","12 km/h","0.0 mm","80%","55%","1015 mb",Excellent,"2020-08-12"
"18:00","19 °c","19 °c","8 km/h from ENE","12 km/h","0.0 mm","84%","13%","1015 mb",Excellent,"2020-08-12"
"21:00","16 °c","16 °c","9 km/h from ENE","15 km/h","0.0 mm","95%","65%","1016 mb",Poor,"2020-08-12"
"00:00","15 °c","15 °c","8 km/h from ENE","14 km/h","0.0 mm","97%","87%","1016 mb",Poor,"2020-08-13"
"03:00","14 °c","14 °c","9 km/h from E","15 km/h","0.0 mm","95%","66%","1017 mb",Poor,"2020-08-13"
"06:00","15 °c","14 °c","12 km/h from E","17 km/h","0.0 mm","94%","76%","1017 mb",Poor,"2020-08-13"
"09:00","15 °c","15 °c","14 km/h from E","17 km/h","0.0 mm","91%","91%","1018 mb",Excellent,"2020-08-13"
"12:00","17 °c","17 °c","16 km/h from E","19 km/h","0.0 mm","86%","95%","1018 mb",Excellent,"2020-08-13"
"15:00","18 °c","18 °c","16 km/h from ENE","18 km/h","0.0 mm","83%","84%","1018 mb",Excellent,"2020-08-13"
"18:00","17 °c","17 °c","14 km/h from ENE","16 km/h","0.0 mm","85%","91%","1017 mb",Excellent,"2020-08-13"
"21:00","14 °c","13 °c","11 km/h from ENE","18 km/h","0.0 mm","91%","89%","1019 mb",Excellent,"2020-08-13"
"00:00","14 °c","13 °c","11 km/h from ENE","18 km/h","0.0 mm","91%","81%","1018 mb",Excellent,"2020-08-14"
"03:00","14 °c","14 °c","8 km/h from ENE","12 km/h","0.0 mm","93%","88%","1017 mb",Excellent,"2020-08-14"
"06:00","14 °c","14 °c","9 km/h from ENE","12 km/h","0.0 mm","93%","99%","1017 mb",Excellent,"2020-08-14"
"09:00","16 °c","16 °c","9 km/h from ENE","10 km/h","0.0 mm","88%","94%","1018 mb",Excellent,"2020-08-14"
"12:00","17 °c","17 °c","11 km/h from ENE","13 km/h","0.0 mm","82%","88%","1018 mb",Excellent,"2020-08-14"
"15:00","18 °c","18 °c","12 km/h from ENE","13 km/h","0.0 mm","79%","68%","1018 mb",Excellent,"2020-08-14"
"18:00","17 °c","17 °c","11 km/h from ENE","13 km/h","0.0 mm","83%","54%","1018 mb",Excellent,"2020-08-14"
"21:00","13 °c","13 °c","8 km/h from ENE","15 km/h","0.0 mm","92%","43%","1018 mb",Excellent,"2020-08-14"
"00:00","13 °c","13 °c","6 km/h from E","11 km/h","0.0 mm","92%","43%","1019 mb",Excellent,"2020-08-15"
"03:00","15 °c","15 °c","6 km/h from ENE","8 km/h","0.0 mm","91%","78%","1018 mb",Excellent,"2020-08-15"
"06:00","15 °c","15 °c","8 km/h from ENE","10 km/h","0.0 mm","90%","69%","1018 mb",Excellent,"2020-08-15"
"09:00","17 °c","17 °c","10 km/h from E","12 km/h","0.0 mm","84%","83%","1019 mb",Excellent,"2020-08-15"
"12:00","18 °c","18 °c","11 km/h from ENE","13 km/h","0.0 mm","80%","87%","1018 mb",Excellent,"2020-08-15"
"15:00","17 °c","17 °c","14 km/h from ENE","17 km/h","0.0 mm","82%","89%","1018 mb",Excellent,"2020-08-15"
"18:00","16 °c","16 °c","12 km/h from ENE","15 km/h","0.0 mm","86%","85%","1017 mb",Excellent,"2020-08-15"
"21:00","15 °c","14 °c","9 km/h from ENE","14 km/h","0.0 mm","88%","81%","1018 mb",Excellent,"2020-08-15"
"00:00","14 °c","13 °c","8 km/h from NE","13 km/h","0.0 mm","89%","75%","1018 mb",Excellent,"2020-08-16"
"03:00","14 °c","14 °c","9 km/h from ENE","13 km/h","0.0 mm","90%","84%","1016 mb",Excellent,"2020-08-16"
"06:00","14 °c","14 °c","11 km/h from ENE","14 km/h","0.0 mm","89%","91%","1016 mb",Excellent,"2020-08-16"
"09:00","15 °c","14 °c","15 km/h from ENE","17 km/h","0.0 mm","83%","100%","1016 mb",Excellent,"2020-08-16"
"12:00","15 °c","14 °c","15 km/h from ENE","18 km/h","0.0 mm","79%","98%","1016 mb",Excellent,"2020-08-16"
"15:00","16 °c","16 °c","17 km/h from ENE","19 km/h","0.0 mm","78%","100%","1015 mb",Excellent,"2020-08-16"
